"show","theater","week_date","this_week_gross","potential_gross","avg_ticket_price","top_ticket_price","seats_sold","seats_in_theater","performances","previews","capacity"
"Hamilton","Richard Rodgers Theatre",2022-11-06,1963828,NA,203.72,449,9640,1324,8,0,91.01
"Harry Potter and the Cursed Child","Lyric Theatre",2022-11-06,1171912.7,NA,108.32,276.5,10819,1622,8,0,83.38
"Into the Woods","St. James Theatre",2022-11-06,710056.26,NA,101.57,NA,6991,1376,8,0,63.51
"Leopoldstadt","Longacre Theatre",2022-11-06,1113991.6,NA,154.87,347,7193,1075,8,0,83.64
"MJ The Musical","Neil Simon Theatre",2022-11-06,1760183,NA,158.22,250,11125,1387,8,0,100.26
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-11-06,1219050.05,NA,120.79,NA,10092,1300,8,0,97.04
"SIX: The Musical","Lena Horne Theatre",2022-11-06,1056663,NA,139.16,249,7593,1031,8,0,92.06
"Take Me Out","Gerald Schoenfeld Theatre",2022-11-06,451494.1,NA,93.79,297,4814,1061,8,0,56.72
"The Book of Mormon","Eugene O'Neill Theatre",2022-11-06,976672.45,NA,123.33,NA,7919,1066,8,0,92.86
"The Lion King","Minskoff Theatre",2022-11-06,1761156,NA,131.71,199,13371,1696,8,0,98.55
"The Music Man","Winter Garden Theatre",2022-11-06,2899405,NA,249.35,597,11628,1525,8,0,95.31
"The Phantom of the Opera","Majestic Theatre",2022-11-06,1643239.73,NA,127.09,297,12930,1605,8,0,100.7
"The Piano Lesson","Ethel Barrymore Theatre",2022-11-06,891950.35,NA,122.4,297,7287,1043,8,0,87.33
"Topdog/Underdog","John Golden Theatre",2022-11-06,260677.14,NA,75.8,219,3439,802,8,0,53.6
"Walking with Ghosts","Music Box Theatre",2022-11-06,168378.4,NA,53.13,297,3169,975,7,0,46.43
"Wicked","Gershwin Theatre",2022-11-06,1413132,NA,110.97,250,12734,1807,8,0,88.09
"1776","American Airlines Theatre",2022-11-13,293652.5,NA,69.55,248,4222,723,8,0,72.99
"A Strange Loop","Lyceum Theatre",2022-11-13,514415.02,NA,94.68,273,5433,912,7,0,85.1
"Aladdin","New Amsterdam Theatre",2022-11-13,1266830.75,NA,93.96,199.5,13482,1727,8,0,97.58
"Almost Famous","Bernard B. Jacobs Theatre",2022-11-13,815750.26,NA,120.14,297,6790,1027,8,0,82.64
"Beetlejuice","Marquis Theatre",2022-11-13,1200873,NA,113.65,249,10566,1602,8,0,82.44
"Chicago","Ambassador Theatre",2022-11-13,629620.7,NA,89.21,197,7058,1080,8,0,81.69
"Death of a Salesman","Hudson Theatre",2022-11-13,557192,NA,97.22,299,5731,975,8,0,73.47
"Funny Girl","August Wilson Theatre",2022-11-13,1640222.05,NA,172.93,NA,9485,1219,8,0,97.26
"Hadestown","Walter Kerr Theatre",2022-11-13,791239.5,NA,109.33,NA,7237,918,8,0,98.54
"Hamilton","Richard Rodgers Theatre",2022-11-13,2039929,NA,193.54,449,10540,1324,8,0,99.51
"Harry Potter and the Cursed Child","Lyric Theatre",2022-11-13,1331646.3,NA,114.26,276.5,11655,1622,8,0,89.82
"Into the Woods","St. James Theatre",2022-11-13,927750.95,NA,108.36,NA,8562,1376,8,0,77.78
"Kimberly Akimbo","Booth Theatre",2022-11-13,491165.1,NA,84.93,263,5783,773,5,3,93.52
"Leopoldstadt","Longacre Theatre",2022-11-13,1176995.35,NA,148.72,347,7914,1075,8,0,92.02
"MJ The Musical","Neil Simon Theatre",2022-11-13,1815353,NA,163,250,11137,1387,8,0,100.37
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-11-13,290304.5,NA,41.98,277,6916,1079,1,6,91.57
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-11-13,1279622.55,NA,125.64,NA,10185,1300,8,0,97.93
"SIX: The Musical","Lena Horne Theatre",2022-11-13,1163568,NA,143.74,249,8095,1031,8,0,98.15
"Take Me Out","Gerald Schoenfeld Theatre",2022-11-13,457403.7,NA,95.63,297,4783,1061,4,4,56.35
"The Book of Mormon","Eugene O'Neill Theatre",2022-11-13,1069326.6,NA,128.93,NA,8294,1066,8,0,97.26
"The Lion King","Minskoff Theatre",2022-11-13,1537809,NA,116.26,199,13227,1696,8,0,97.49
"The Music Man","Winter Garden Theatre",2022-11-13,2926394.5,NA,244.42,597,11973,1525,8,0,98.14
"The Phantom of the Opera","Majestic Theatre",2022-11-13,1697853.23,NA,130.75,297,12985,1605,8,0,101.13
"The Piano Lesson","Ethel Barrymore Theatre",2022-11-13,985286.04,NA,128.13,297,7690,1043,8,0,92.16
"Topdog/Underdog","John Golden Theatre",2022-11-13,306899.4,NA,76.84,219,3994,802,8,0,62.25
"Walking with Ghosts","Music Box Theatre",2022-11-13,195215.7,NA,59.99,297,3254,975,7,0,47.68
"Wicked","Gershwin Theatre",2022-11-13,1704565,NA,120.94,250,14094,1807,8,0,97.5
"& Juliet","Stephen Sondheim Theatre",2022-11-20,913033.6,NA,112.22,297,8136,1034,5,3,98.36
"1776","American Airlines Theatre",2022-11-20,268846.7,NA,70.43,248,3817,723,8,0,65.99
"A Strange Loop","Lyceum Theatre",2022-11-20,491825.95,NA,90.58,273,5430,912,8,0,74.42
"Aladdin","New Amsterdam Theatre",2022-11-20,1175369.06,NA,93.76,199.5,12536,1727,8,0,90.74
"Almost Famous","Bernard B. Jacobs Theatre",2022-11-20,664426.35,NA,122.14,297,5440,1023,8,0,66.47
"Beetlejuice","Marquis Theatre",2022-11-20,1053973,NA,117.4,249,8978,1602,8,0,70.05
"Chicago","Ambassador Theatre",2022-11-20,525004.48,NA,86.79,197,6049,1080,8,0,70.01
"Death of a Salesman","Hudson Theatre",2022-11-20,485821.5,NA,94.11,299,5162,975,8,0,66.18
"Funny Girl","August Wilson Theatre",2022-11-20,1654723.6,NA,173.71,NA,9526,1219,8,0,97.68
"Hadestown","Walter Kerr Theatre",2022-11-20,689892,NA,98.87,NA,6978,918,8,0,95.02
"Hamilton","Richard Rodgers Theatre",2022-11-20,1925304,NA,191.71,449,10043,1324,8,0,94.82
"Harry Potter and the Cursed Child","Lyric Theatre",2022-11-20,1133312.5,NA,114.35,276.5,9911,1622,7,0,87.29
"Into the Woods","St. James Theatre",2022-11-20,733841.01,NA,104.37,NA,7031,1433,8,0,61.33
"Kimberly Akimbo","Booth Theatre",2022-11-20,456718.15,NA,92.64,263,4930,773,8,0,79.72
"Leopoldstadt","Longacre Theatre",2022-11-20,1156245.26,NA,152.7,347,7572,1075,8,0,88.05
"MJ The Musical","Neil Simon Theatre",2022-11-20,1694503,NA,154.88,250,10941,1387,8,0,98.6
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-11-20,373529.5,NA,61.08,277,6115,1079,7,0,80.96
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-11-20,1194270.45,NA,118.15,NA,10108,1300,8,0,97.19
"SIX: The Musical","Lena Horne Theatre",2022-11-20,1135184,NA,141.74,249,8009,1031,8,0,97.1
"Take Me Out","Gerald Schoenfeld Theatre",2022-11-20,343318.4,NA,82.33,297,4170,1061,8,0,49.13
"The Book of Mormon","Eugene O'Neill Theatre",2022-11-20,988928.24,NA,123.05,NA,8037,1066,8,0,94.24
"The Lion King","Minskoff Theatre",2022-11-20,1856550,NA,138.08,199,13445,1696,8,0,99.09
"The Music Man","Winter Garden Theatre",2022-11-20,2508603,NA,231.51,597,10836,1525,8,0,88.82
"The Phantom of the Opera","Majestic Theatre",2022-11-20,1784649.69,NA,137.13,497,13014,1605,8,0,101.36
"The Piano Lesson","Ethel Barrymore Theatre",2022-11-20,961067.95,NA,128.42,297,7484,1043,8,0,89.69
"Topdog/Underdog","John Golden Theatre",2022-11-20,265167,NA,78.27,219,3388,802,8,0,52.81
"Walking with Ghosts","Music Box Theatre",2022-11-20,262122.4,NA,62.86,297,4170,975,7,0,61.1
"Wicked","Gershwin Theatre",2022-11-20,1619326,NA,121.18,250,13363,1807,8,0,92.44
"& Juliet","Stephen Sondheim Theatre",2022-11-27,1145571.3,NA,141.22,347,8112,1026,8,0,98.83
"1776","American Airlines Theatre",2022-11-27,269864.8,NA,70.04,248,3853,723,8,0,66.61
"A Christmas Carol","Nederlander Theatre",2022-11-27,370150,NA,62.98,229,5877,1185,8,0,61.99
"A Strange Loop","Lyceum Theatre",2022-11-27,518856.62,NA,102.42,297,5066,912,8,0,69.44
"Aladdin","New Amsterdam Theatre",2022-11-27,1798301.69,NA,133.6,249.5,13460,1727,8,0,97.42
"Almost Famous","Bernard B. Jacobs Theatre",2022-11-27,801291.4,NA,136.32,297,5878,1023,8,0,71.82
"Beetlejuice","Marquis Theatre",2022-11-27,1458060.3,NA,135.44,249,10765,1602,8,0,84
"Chicago","Ambassador Theatre",2022-11-27,754465.85,NA,95.66,207,7887,1080,8,0,91.28
"Death of a Salesman","Hudson Theatre",2022-11-27,462991.25,NA,91.09,299,5083,975,8,0,65.17
"Funny Girl","August Wilson Theatre",2022-11-27,1885103.6,NA,209.46,NA,9000,1219,8,0,92.29
"Hadestown","Walter Kerr Theatre",2022-11-27,993880.5,NA,138.42,NA,7180,918,8,0,97.77
"Hamilton","Richard Rodgers Theatre",2022-11-27,2613656,NA,251.46,449,10394,1324,8,0,98.13
"Harry Potter and the Cursed Child","Lyric Theatre",2022-11-27,1858937.35,NA,158.13,326.5,11756,1622,8,0,90.6
"Into the Woods","St. James Theatre",2022-11-27,1032392.5,NA,123.76,NA,8342,1702,8,0,61.27
"KPOP","Circle in the Square Theatre",2022-11-27,224389,NA,50,229.5,4488,687,1,7,81.66
"Kimberly Akimbo","Booth Theatre",2022-11-27,535043,NA,111.61,273,4794,773,8,0,77.52
"Leopoldstadt","Longacre Theatre",2022-11-27,1004562.98,NA,147.12,347,6828,1075,8,0,79.4
"MJ The Musical","Neil Simon Theatre",2022-11-27,1958177,NA,175.73,250,11143,1387,8,0,100.42
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-11-27,391152.56,NA,66.36,277,5894,1079,7,0,78.04
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-11-27,1373860.95,NA,133.45,NA,10295,1300,8,0,98.99
"SIX: The Musical","Lena Horne Theatre",2022-11-27,1347558,NA,164.38,249,8198,1031,8,0,99.39
"Take Me Out","Gerald Schoenfeld Theatre",2022-11-27,312681.2,NA,85.04,297,3677,1061,8,0,43.32
"The Book of Mormon","Eugene O'Neill Theatre",2022-11-27,1222527.83,NA,147.03,NA,8315,1066,8,0,97.5
"The Lion King","Minskoff Theatre",2022-11-27,2674898,NA,209.43,199,12772,1696,8,0,94.13
"The Music Man","Winter Garden Theatre",2022-11-27,2865542.5,NA,261.96,623,10939,1525,8,0,89.66
"The Phantom of the Opera","Majestic Theatre",2022-11-27,2241316.92,NA,172.05,497,13027,1605,8,0,101.46
"The Piano Lesson","Ethel Barrymore Theatre",2022-11-27,832165.54,NA,126.24,297,6592,1043,8,0,79
"Topdog/Underdog","John Golden Theatre",2022-11-27,216121.1,NA,76.8,273,2814,802,8,0,43.86
"Wicked","Gershwin Theatre",2022-11-27,2320543,NA,157.39,275,14744,1867,8,0,98.74
"& Juliet","Stephen Sondheim Theatre",2022-12-04,1029030.7,NA,140.52,323,7323,1026,8,0,89.22
"1776","American Airlines Theatre",2022-12-04,226466.7,NA,71.15,248,3183,723,8,0,55.03
"A Beautiful Noise, The Neil Diamond Musical","Broadhurst Theatre",2022-12-04,1011960.5,NA,120.46,347.5,8401,1152,1,7,91.16
"A Christmas Carol","Nederlander Theatre",2022-12-04,553222.5,NA,85.72,229,6454,1185,8,0,68.08
"A Strange Loop","Lyceum Theatre",2022-12-04,516335.08,NA,97.35,297,5304,912,8,0,72.7
"Ain't No Mo'","Belasco Theatre",2022-12-04,120900.6,NA,21.36,297,5660,1019,5,3,69.43
"Aladdin","New Amsterdam Theatre",2022-12-04,1425883.49,NA,109.01,227.5,13080,1727,8,0,94.67
"Almost Famous","Bernard B. Jacobs Theatre",2022-12-04,734566.75,NA,123.94,297,5927,1023,8,0,72.42
"Beetlejuice","Marquis Theatre",2022-12-04,1123021.6,NA,110.92,249,10125,1602,8,0,79
"Chicago","Ambassador Theatre",2022-12-04,612454.9,NA,90.04,197,6802,1080,8,0,78.73
"Death of a Salesman","Hudson Theatre",2022-12-04,458873.5,NA,90.22,299,5086,975,8,0,65.21
"Funny Girl","August Wilson Theatre",2022-12-04,1730036.25,NA,179.2,NA,9654,1219,8,0,99
"Hadestown","Walter Kerr Theatre",2022-12-04,725169.25,NA,105.14,NA,6897,918,8,0,93.91
"Hamilton","Richard Rodgers Theatre",2022-12-04,2083446,NA,206.16,449,10106,1324,8,0,95.41
"Harry Potter and the Cursed Child","Lyric Theatre",2022-12-04,1317000.3,NA,126.37,326.5,10422,1622,8,0,80.32
"Into the Woods","St. James Theatre",2022-12-04,839474.89,NA,102.11,NA,8221,1503,8,0,68.37
"KPOP","Circle in the Square Theatre",2022-12-04,126493.4,NA,32.06,229.5,3946,687,8,0,71.8
"Kimberly Akimbo","Booth Theatre",2022-12-04,536151.71,NA,108.47,263,4943,773,8,0,79.93
"Leopoldstadt","Longacre Theatre",2022-12-04,1087164.3,NA,155.15,347,7007,1075,8,0,81.48
"MJ The Musical","Neil Simon Theatre",2022-12-04,1739485,NA,157.35,250,11055,1387,8,0,99.63
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-12-04,398095,NA,65.21,277,6105,1079,7,0,80.83
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-12-04,1399728.2,NA,136.4,NA,10262,1300,8,0,98.67
"SIX: The Musical","Lena Horne Theatre",2022-12-04,1317954,NA,163.46,249,8063,1031,8,0,97.76
"Take Me Out","Gerald Schoenfeld Theatre",2022-12-04,386295.7,NA,91.63,297,4216,1061,8,0,49.67
"The Book of Mormon","Eugene O'Neill Theatre",2022-12-04,1060556.6,NA,133.15,NA,7965,1066,8,0,93.4
"The Lion King","Minskoff Theatre",2022-12-04,2162999,NA,167.92,199,12881,1696,8,0,94.94
"The Music Man","Winter Garden Theatre",2022-12-04,3030899.14,NA,253.5,597,11956,1525,8,0,98
"The Phantom of the Opera","Majestic Theatre",2022-12-04,1966059.4,NA,151.47,497,12980,1605,8,0,101.09
"The Piano Lesson","Ethel Barrymore Theatre",2022-12-04,900019.8,NA,128.13,297,7024,1043,8,0,84.18
"Topdog/Underdog","John Golden Theatre",2022-12-04,301270.4,NA,82.83,248,3637,802,8,0,56.69
"Wicked","Gershwin Theatre",2022-12-04,1824793,NA,132.01,250,13823,1807,8,0,95.62
"& Juliet","Stephen Sondheim Theatre",2022-12-11,1152409,NA,147.63,323,7806,1026,8,0,95.1
"1776","American Airlines Theatre",2022-12-11,261522.8,NA,66.43,248,3937,723,8,0,68.07
"A Beautiful Noise, The Neil Diamond Musical","Broadhurst Theatre",2022-12-11,1447503.25,NA,164.96,347.5,8775,1152,8,0,95.21
"A Christmas Carol","Nederlander Theatre",2022-12-11,742009.5,NA,94.51,229,7851,1185,8,0,82.82
"A Strange Loop","Lyceum Theatre",2022-12-11,508237.85,NA,101.49,297,5008,912,7,0,78.45
"Ain't No Mo'","Belasco Theatre",2022-12-11,164591.5,NA,42.97,297,3830,1019,8,0,46.98
"Aladdin","New Amsterdam Theatre",2022-12-11,1516343.2,NA,111.27,227.5,13627,1727,8,0,98.63
"Almost Famous","Bernard B. Jacobs Theatre",2022-12-11,765060.45,NA,126.48,297,6049,1023,8,0,73.91
"Beetlejuice","Marquis Theatre",2022-12-11,1301397.4,NA,118.31,249,11000,1602,8,0,85.83
"Chicago","Ambassador Theatre",2022-12-11,699180.88,NA,90.83,197,7698,1080,8,0,89.1
"Death of a Salesman","Hudson Theatre",2022-12-11,481111.25,NA,87.54,299,5496,975,8,0,70.46
"Funny Girl","August Wilson Theatre",2022-12-11,1892377.85,NA,193.99,NA,9755,1219,8,0,100.03
"Hadestown","Walter Kerr Theatre",2022-12-11,797708.25,NA,111.54,NA,7152,918,8,0,97.39
"Hamilton","Richard Rodgers Theatre",2022-12-11,2077730,NA,194.49,449,10683,1324,8,0,100.86
"Harry Potter and the Cursed Child","Lyric Theatre",2022-12-11,1477979.15,NA,128.03,326.5,11544,1622,8,0,88.96
"Into the Woods","St. James Theatre",2022-12-11,898994.25,NA,103.2,NA,8711,1516,8,0,71.83
"KPOP","Circle in the Square Theatre",2022-12-11,281757.1,NA,51.12,229.5,5512,687,8,0,100.29
"Kimberly Akimbo","Booth Theatre",2022-12-11,570154.85,NA,107.7,263,5294,773,8,0,85.61
"Leopoldstadt","Longacre Theatre",2022-12-11,1078215.33,NA,154.16,347,6994,1075,8,0,81.33
"MJ The Musical","Neil Simon Theatre",2022-12-11,1764002,NA,158.59,250,11123,1387,8,0,100.24
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-12-11,435310,NA,70.48,277,6176,1079,7,0,81.77
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-12-11,1453652.1,NA,140.27,NA,10363,1300,8,0,99.64
"Ohio State Murders","James Earl Jones Theatre",2022-12-11,300179.5,NA,54.56,223,5502,1070,4,4,64.28
"SIX: The Musical","Lena Horne Theatre",2022-12-11,1295320,NA,160.65,249,8063,1031,8,0,97.76
"Some Like It Hot","Sam S. Shubert Theatre",2022-12-11,747141.85,NA,70.97,257,10527,1448,1,7,90.88
"Take Me Out","Gerald Schoenfeld Theatre",2022-12-11,413322.3,NA,95.3,297,4337,1061,8,0,51.1
"The Book of Mormon","Eugene O'Neill Theatre",2022-12-11,1158955.74,NA,136.24,NA,8507,1066,8,0,99.75
"The Lion King","Minskoff Theatre",2022-12-11,2365967,NA,176.59,199,13398,1696,8,0,98.75
"The Music Man","Winter Garden Theatre",2022-12-11,3389856.9,NA,275.98,597,12283,1525,8,0,100.68
"The Phantom of the Opera","Majestic Theatre",2022-12-11,2020244.58,NA,155.51,497,12991,1605,8,0,101.18
"The Piano Lesson","Ethel Barrymore Theatre",2022-12-11,938102.9,NA,126.16,297,7436,1043,8,0,89.12
"Topdog/Underdog","John Golden Theatre",2022-12-11,264965,NA,78.98,248,3355,802,8,0,52.29
"Wicked","Gershwin Theatre",2022-12-11,2083245,NA,136.72,275,15237,1926,8,0,98.89
"& Juliet","Stephen Sondheim Theatre",2022-12-18,1071157.2,NA,142.37,323,7524,1026,8,0,91.67
"1776","American Airlines Theatre",2022-12-18,212110.1,NA,59.18,248,3584,723,7,0,70.82
"A Beautiful Noise, The Neil Diamond Musical","Broadhurst Theatre",2022-12-18,1372099.22,NA,163.95,347.5,8369,1152,8,0,90.81
"A Christmas Carol","Nederlander Theatre",2022-12-18,823057,NA,103.04,229,7988,1185,8,0,84.26
"A Strange Loop","Lyceum Theatre",2022-12-18,520942.01,NA,95.27,297,5468,912,8,0,74.95
"Ain't No Mo'","Belasco Theatre",2022-12-18,499303,NA,65.89,297,7578,1019,8,0,92.96
"Aladdin","New Amsterdam Theatre",2022-12-18,1522437.33,NA,115.7,227.5,13159,1727,8,0,95.24
"Almost Famous","Bernard B. Jacobs Theatre",2022-12-18,703714.04,NA,127,297,5541,1023,8,0,67.71
"Beetlejuice","Marquis Theatre",2022-12-18,1449958.3,NA,123.72,249,11720,1602,8,0,91.45
"Chicago","Ambassador Theatre",2022-12-18,700320.43,NA,92.01,197,7611,1080,8,0,88.09
"Death of a Salesman","Hudson Theatre",2022-12-18,455422.25,NA,83.67,299,5443,975,8,0,69.78
"Funny Girl","August Wilson Theatre",2022-12-18,2005696.8,NA,213.28,NA,9404,1219,8,0,96.43
"Hadestown","Walter Kerr Theatre",2022-12-18,847112.5,NA,115.55,NA,7331,918,8,0,99.82
"Hamilton","Richard Rodgers Theatre",2022-12-18,2255421,NA,212.27,449,10625,1324,8,0,100.31
"Harry Potter and the Cursed Child","Lyric Theatre",2022-12-18,1520754.2,NA,131.08,326.5,11602,1622,8,0,89.41
"Into the Woods","St. James Theatre",2022-12-18,1000256.15,NA,108.02,NA,9260,1530,8,0,75.65
"Kimberly Akimbo","Booth Theatre",2022-12-18,502745.25,NA,103.53,273,4856,773,8,0,78.53
"Leopoldstadt","Longacre Theatre",2022-12-18,895594.92,NA,141.06,347,6349,1075,8,0,73.83
"MJ The Musical","Neil Simon Theatre",2022-12-18,1741473,NA,157.07,250,11087,1387,8,0,99.92
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-12-18,398712.5,NA,69.72,277,5719,1079,7,0,75.72
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-12-18,1400024.6,NA,138.55,NA,10105,1300,8,0,97.16
"Ohio State Murders","James Earl Jones Theatre",2022-12-18,282787,NA,75.01,223,3770,1070,8,0,44.04
"SIX: The Musical","Lena Horne Theatre",2022-12-18,1311602,NA,164.24,249,7986,1031,8,0,96.82
"Some Like It Hot","Sam S. Shubert Theatre",2022-12-18,802341.4,NA,93.97,257,8538,1448,8,0,73.71
"Take Me Out","Gerald Schoenfeld Theatre",2022-12-18,335942.8,NA,84.37,297,3982,1061,8,0,46.91
"The Book of Mormon","Eugene O'Neill Theatre",2022-12-18,1221109.46,NA,145.08,NA,8417,1066,8,0,98.7
"The Lion King","Minskoff Theatre",2022-12-18,2449001,NA,185.67,199,13190,1696,8,0,97.21
"The Music Man","Winter Garden Theatre",2022-12-18,3249365.52,NA,267.99,597,12125,1525,8,0,99.39
"The Phantom of the Opera","Majestic Theatre",2022-12-18,2039745.3,NA,156.65,497,13021,1605,8,0,101.41
"The Piano Lesson","Ethel Barrymore Theatre",2022-12-18,914751.88,NA,126.16,297,7251,1043,8,0,86.9
"Topdog/Underdog","John Golden Theatre",2022-12-18,257217.3,NA,77.78,227,3307,802,8,0,51.54
"Wicked","Gershwin Theatre",2022-12-18,2159025,NA,141.44,275,15265,1926,8,0,99.07
"& Juliet","Stephen Sondheim Theatre",2022-12-25,927232.6,NA,133.86,323,6927,1026,7,0,96.45
"1776","American Airlines Theatre",2022-12-25,130241.8,NA,49.02,248,2657,723,6,0,61.25
"A Beautiful Noise, The Neil Diamond Musical","Broadhurst Theatre",2022-12-25,788207.25,NA,147.3,347.5,5351,1152,7,0,66.36
"A Christmas Carol","Nederlander Theatre",2022-12-25,729574,NA,122.37,229,5962,1185,8,0,62.89
"A Strange Loop","Lyceum Theatre",2022-12-25,283086.1,NA,90.21,297,3138,912,5,0,68.82
"Ain't No Mo'","Belasco Theatre",2022-12-25,765341.5,NA,109.23,297,7007,1019,7,0,98.23
"Aladdin","New Amsterdam Theatre",2022-12-25,1642298.45,NA,137.88,249.5,11911,1727,7,0,98.53
"Almost Famous","Bernard B. Jacobs Theatre",2022-12-25,651161.32,NA,114.5,297,5687,1023,8,0,69.49
"Beetlejuice","Marquis Theatre",2022-12-25,1394442.6,NA,129.38,249,10778,1602,7,0,96.11
"Between Riverside and Crazy","Helen Hayes Theater",2022-12-25,131019.25,NA,42.77,197,3063,579,7,0,75.57
"Chicago","Ambassador Theatre",2022-12-25,721864.75,NA,102.02,227,7076,1080,7,0,93.6
"Death of a Salesman","Hudson Theatre",2022-12-25,330889.75,NA,74.29,299,4454,975,7,0,65.26
"Funny Girl","August Wilson Theatre",2022-12-25,1895184.75,NA,222.94,NA,8501,1219,7,0,99.62
"Hadestown","Walter Kerr Theatre",2022-12-25,760629.5,NA,117.69,NA,6463,918,7,0,100.58
"Hamilton","Richard Rodgers Theatre",2022-12-25,2656102,NA,248.44,449,10691,1324,8,0,100.93
"Harry Potter and the Cursed Child","Lyric Theatre",2022-12-25,1993973.7,NA,156.17,449,12768,1622,8,0,98.4
"Into the Woods","St. James Theatre",2022-12-25,876395.85,NA,106.11,NA,8259,1653,7,0,71.38
"Kimberly Akimbo","Booth Theatre",2022-12-25,510826.5,NA,111.58,273,4578,773,8,0,74.03
"Leopoldstadt","Longacre Theatre",2022-12-25,655268.68,NA,116.62,347,5619,1075,7,0,74.67
"MJ The Musical","Neil Simon Theatre",2022-12-25,1840567,NA,165.71,250,11107,1387,8,0,100.1
"Mike Birbiglia: The Old Man & the Pool","Vivian Beaumont Theater",2022-12-25,341949.5,NA,69,277,4956,1079,7,0,65.62
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-12-25,1159957.25,NA,132.48,NA,8756,1300,7,0,96.22
"Ohio State Murders","James Earl Jones Theatre",2022-12-25,182501.86,NA,68.05,223,2682,1070,7,0,35.81
"SIX: The Musical","Lena Horne Theatre",2022-12-25,1274284,NA,160.09,249,7960,1031,8,0,96.51
"Some Like It Hot","Sam S. Shubert Theatre",2022-12-25,543367.66,NA,102.62,257,5295,1448,7,0,52.24
"Take Me Out","Gerald Schoenfeld Theatre",2022-12-25,224363.28,NA,64.6,297,3473,1061,6,0,54.56
"The Book of Mormon","Eugene O'Neill Theatre",2022-12-25,1084164.18,NA,153.17,NA,7078,1066,7,0,94.85
"The Lion King","Minskoff Theatre",2022-12-25,2590306,NA,226.48,199,11437,1696,7,0,96.34
"The Music Man","Winter Garden Theatre",2022-12-25,2617660.28,NA,253.75,697,10316,1525,7,0,96.64
"The Phantom of the Opera","Majestic Theatre",2022-12-25,1921571.51,NA,168.6,497,11397,1605,7,0,101.44
"The Piano Lesson","Ethel Barrymore Theatre",2022-12-25,639200.5,NA,118.52,297,5393,1043,7,0,73.87
"Topdog/Underdog","John Golden Theatre",2022-12-25,200629.5,NA,75.94,273,2642,802,8,0,41.18
"Wicked","Gershwin Theatre",2022-12-25,2362930,NA,156.28,275,15120,1926,8,0,98.13
